,variable,tokens,count,tag
0,Bordeaux-style Red Blend,tannins,3742,variety
1,Bordeaux-style Red Blend,fruit,3141,variety
2,Bordeaux-style Red Blend,flavors,2403,variety
3,Bordeaux-style Red Blend,drink,2314,variety
4,Bordeaux-style Red Blend,cabernet,2264,variety
5,Bordeaux-style Red Blend,black,2137,variety
6,Bordeaux-style Red Blend,ripe,2101,variety
7,Bordeaux-style Red Blend,acidity,2051,variety
8,Bordeaux-style Red Blend,fruits,1806,variety
9,Bordeaux-style Red Blend,blend,1464,variety
10,Bordeaux-style Red Blend,rich,1367,variety
11,Bordeaux-style Red Blend,merlot,1363,variety
12,Bordeaux-style Red Blend,firm,1312,variety
13,Bordeaux-style Red Blend,wood,1263,variety
14,Bordeaux-style Red Blend,sauvignon,1254,variety
15,Bordeaux-style Red Blend,juicy,1147,variety
16,Bordeaux-style Red Blend,structure,1144,variety
17,Bordeaux-style Red Blend,dry,1038,variety
18,Bordeaux-style Red Blend,dark,1025,variety
19,Bordeaux-style Red Blend,blackberry,951,variety
20,Bordeaux-style Red Blend,franc,933,variety
21,Bordeaux-style Red Blend,red,928,variety
22,Bordeaux-style Red Blend,aromas,863,variety
23,Bordeaux-style Red Blend,character,848,variety
24,Bordeaux-style Red Blend,spice,834,variety
25,Bordeaux-style Red Blend,aging,833,variety
26,Bordeaux-style Red Blend,dense,812,variety
27,Bordeaux-style Red Blend,currant,793,variety
28,Bordeaux-style Red Blend,berry,788,variety
29,Bordeaux-style Red Blend,fruity,779,variety
30,Bordeaux-style Red Blend,finish,770,variety
31,Bordeaux-style Red Blend,structured,746,variety
32,Bordeaux-style Red Blend,soft,742,variety
33,Bordeaux-style Red Blend,cherry,730,variety
34,Bordeaux-style Red Blend,years,719,variety
35,Bordeaux-style Red Blend,fresh,705,variety
36,Bordeaux-style Red Blend,shows,656,variety
37,Bordeaux-style Red Blend,palate,638,variety
38,Bordeaux-style Red Blend,age,614,variety
39,Bordeaux-style Red Blend,barrel,600,variety
40,Bordeaux-style Red Blend,fine,589,variety
41,Bordeaux-style Red Blend,plum,577,variety
42,Bordeaux-style Red Blend,balanced,551,variety
43,Bordeaux-style Red Blend,texture,549,variety
44,Bordeaux-style Red Blend,verdot,542,variety
45,Bordeaux-style Red Blend,petit,541,variety
46,Bordeaux-style Red Blend,chocolate,531,variety
47,Bordeaux-style Red Blend,concentrated,526,variety
48,Bordeaux-style Red Blend,solid,515,variety
49,Bordeaux-style Red Blend,tannic,512,variety
50,Cabernet Sauvignon,flavors,5224,variety
51,Cabernet Sauvignon,tannins,3403,variety
52,Cabernet Sauvignon,black,3162,variety
53,Cabernet Sauvignon,fruit,2957,variety
54,Cabernet Sauvignon,cabernet,2938,variety
55,Cabernet Sauvignon,cherry,2688,variety
56,Cabernet Sauvignon,finish,2558,variety
57,Cabernet Sauvignon,aromas,2388,variety
58,Cabernet Sauvignon,oak,2377,variety
59,Cabernet Sauvignon,blackberry,2242,variety
60,Cabernet Sauvignon,palate,1978,variety
61,Cabernet Sauvignon,cassis,1581,variety
62,Cabernet Sauvignon,drink,1461,variety
63,Cabernet Sauvignon,chocolate,1419,variety
64,Cabernet Sauvignon,ripe,1408,variety
65,Cabernet Sauvignon,dry,1304,variety
66,Cabernet Sauvignon,currant,1301,variety
67,Cabernet Sauvignon,plum,1294,variety
68,Cabernet Sauvignon,notes,1284,variety
69,Cabernet Sauvignon,rich,1264,variety
70,Cabernet Sauvignon,soft,1240,variety
71,Cabernet Sauvignon,red,1204,variety
72,Cabernet Sauvignon,dark,1201,variety
73,Cabernet Sauvignon,berry,1165,variety
74,Cabernet Sauvignon,good,1080,variety
75,Cabernet Sauvignon,sweet,1078,variety
76,Cabernet Sauvignon,years,1062,variety
77,Cabernet Sauvignon,tannic,1020,variety
78,Cabernet Sauvignon,spice,969,variety
79,Cabernet Sauvignon,shows,968,variety
80,Cabernet Sauvignon,cab,966,variety
81,Cabernet Sauvignon,nose,965,variety
82,Cabernet Sauvignon,acidity,960,variety
83,Cabernet Sauvignon,cedar,921,variety
84,Cabernet Sauvignon,herbal,907,variety
85,Cabernet Sauvignon,vanilla,807,variety
86,Cabernet Sauvignon,blackberries,779,variety
87,Cabernet Sauvignon,herb,738,variety
88,Cabernet Sauvignon,firm,732,variety
89,Cabernet Sauvignon,tobacco,673,variety
90,Cabernet Sauvignon,pepper,664,variety
91,Cabernet Sauvignon,sauvignon,637,variety
92,Cabernet Sauvignon,structure,635,variety
93,Cabernet Sauvignon,spicy,632,variety
94,Cabernet Sauvignon,100,620,variety
95,Cabernet Sauvignon,dried,620,variety
96,Cabernet Sauvignon,bit,618,variety
97,Cabernet Sauvignon,time,581,variety
98,Cabernet Sauvignon,currants,579,variety
99,Cabernet Sauvignon,smoky,579,variety
100,Chardonnay,flavors,6021,variety
101,Chardonnay,acidity,4051,variety
102,Chardonnay,fruit,3449,variety
103,Chardonnay,apple,3417,variety
104,Chardonnay,chardonnay,3017,variety
105,Chardonnay,finish,2605,variety
106,Chardonnay,ripe,2564,variety
107,Chardonnay,oak,2506,variety
108,Chardonnay,palate,2360,variety
109,Chardonnay,aromas,2255,variety
110,Chardonnay,drink,2236,variety
111,Chardonnay,pear,1983,variety
112,Chardonnay,rich,1928,variety
113,Chardonnay,lemon,1915,variety
114,Chardonnay,crisp,1912,variety
115,Chardonnay,vanilla,1776,variety
116,Chardonnay,citrus,1737,variety
117,Chardonnay,toast,1603,variety
118,Chardonnay,texture,1585,variety
119,Chardonnay,peach,1537,variety
120,Chardonnay,pineapple,1480,variety
121,Chardonnay,nose,1405,variety
122,Chardonnay,fresh,1319,variety
123,Chardonnay,white,1294,variety
124,Chardonnay,notes,1261,variety
125,Chardonnay,fruits,1243,variety
126,Chardonnay,creamy,1237,variety
127,Chardonnay,tropical,1183,variety
128,Chardonnay,sweet,1055,variety
129,Chardonnay,green,1042,variety
130,Chardonnay,spice,1040,variety
131,Chardonnay,shows,1037,variety
132,Chardonnay,soft,1003,variety
133,Chardonnay,light,977,variety
134,Chardonnay,buttered,936,variety
135,Chardonnay,lime,897,variety
136,Chardonnay,minerality,892,variety
137,Chardonnay,touch,889,variety
138,Chardonnay,good,885,variety
139,Chardonnay,character,877,variety
140,Chardonnay,yellow,871,variety
141,Chardonnay,bright,870,variety
142,Chardonnay,balanced,862,variety
143,Chardonnay,offers,817,variety
144,Chardonnay,orange,817,variety
145,Chardonnay,fruity,752,variety
146,Chardonnay,melon,746,variety
147,Chardonnay,wood,744,variety
148,Chardonnay,mineral,729,variety
149,Chardonnay,dry,728,variety
150,Malbec,flavors,1865,variety
151,Malbec,aromas,1362,variety
152,Malbec,finish,1246,variety
153,Malbec,berry,1000,variety
154,Malbec,palate,911,variety
155,Malbec,malbec,854,variety
156,Malbec,plum,810,variety
157,Malbec,fruit,795,variety
158,Malbec,black,735,variety
159,Malbec,blackberry,704,variety
160,Malbec,tannins,667,variety
161,Malbec,drink,624,variety
162,Malbec,oak,500,variety
163,Malbec,notes,490,variety
164,Malbec,acidity,461,variety
165,Malbec,ripe,456,variety
166,Malbec,herbal,441,variety
167,Malbec,dark,433,variety
168,Malbec,fruits,431,variety
169,Malbec,spice,404,variety
170,Malbec,nose,384,variety
171,Malbec,cherry,359,variety
172,Malbec,chocolate,334,variety
173,Malbec,feels,313,variety
174,Malbec,rich,254,variety
175,Malbec,tannic,252,variety
176,Malbec,red,240,variety
177,Malbec,cassis,234,variety
178,Malbec,good,229,variety
179,Malbec,sweet,222,variety
180,Malbec,wood,219,variety
181,Malbec,fresh,218,variety
182,Malbec,dense,216,variety
183,Malbec,jammy,216,variety
184,Malbec,juicy,213,variety
185,Malbec,vanilla,207,variety
186,Malbec,feel,205,variety
187,Malbec,oaky,204,variety
188,Malbec,earthy,197,variety
189,Malbec,dry,195,variety
190,Malbec,spicy,195,variety
191,Malbec,toasty,190,variety
192,Malbec,raspberry,188,variety
193,Malbec,bit,186,variety
194,Malbec,solid,186,variety
195,Malbec,firm,185,variety
196,Malbec,touch,181,variety
197,Malbec,blueberry,177,variety
198,Malbec,mouth,177,variety
199,Malbec,big,175,variety
200,Merlot,flavors,1751,variety
201,Merlot,merlot,1192,variety
202,Merlot,fruit,1113,variety
203,Merlot,cherry,1100,variety
204,Merlot,tannins,1024,variety
205,Merlot,finish,814,variety
206,Merlot,aromas,780,variety
207,Merlot,black,751,variety
208,Merlot,red,648,variety
209,Merlot,palate,618,variety
210,Merlot,plum,609,variety
211,Merlot,oak,582,variety
212,Merlot,soft,487,variety
213,Merlot,ripe,448,variety
214,Merlot,dry,446,variety
215,Merlot,spice,441,variety
216,Merlot,notes,433,variety
217,Merlot,blackberry,406,variety
218,Merlot,drink,406,variety
219,Merlot,berry,401,variety
220,Merlot,rich,376,variety
221,Merlot,chocolate,372,variety
222,Merlot,good,344,variety
223,Merlot,acidity,324,variety
224,Merlot,sweet,313,variety
225,Merlot,dark,307,variety
226,Merlot,vanilla,301,variety
227,Merlot,nose,298,variety
228,Merlot,herbal,262,variety
229,Merlot,shows,262,variety
230,Merlot,cherries,249,variety
231,Merlot,raspberry,248,variety
232,Merlot,smooth,235,variety
233,Merlot,tannic,235,variety
234,Merlot,currant,225,variety
235,Merlot,pepper,219,variety
236,Merlot,green,218,variety
237,Merlot,herb,217,variety
238,Merlot,light,216,variety
239,Merlot,bit,199,variety
240,Merlot,offers,194,variety
241,Merlot,texture,191,variety
242,Merlot,cabernet,189,variety
243,Merlot,coffee,179,variety
244,Merlot,licorice,179,variety
245,Merlot,cedar,178,variety
246,Merlot,firm,178,variety
247,Merlot,herbs,172,variety
248,Merlot,spicy,172,variety
249,Merlot,theres,171,variety
250,Nebbiolo,tannins,1931,variety
251,Nebbiolo,aromas,1843,variety
252,Nebbiolo,palate,1744,variety
253,Nebbiolo,cherry,1721,variety
254,Nebbiolo,berry,1164,variety
255,Nebbiolo,spice,1026,variety
256,Nebbiolo,drink,1014,variety
257,Nebbiolo,black,923,variety
258,Nebbiolo,red,839,variety
259,Nebbiolo,offers,811,variety
260,Nebbiolo,licorice,759,variety
261,Nebbiolo,firm,739,variety
262,Nebbiolo,alongside,718,variety
263,Nebbiolo,fruit,689,variety
264,Nebbiolo,leather,630,variety
265,Nebbiolo,ripe,592,variety
266,Nebbiolo,acidity,586,variety
267,Nebbiolo,finish,585,variety
268,Nebbiolo,raspberry,566,variety
269,Nebbiolo,dried,544,variety
270,Nebbiolo,herb,543,variety
271,Nebbiolo,note,502,variety
272,Nebbiolo,opens,492,variety
273,Nebbiolo,rose,490,variety
274,Nebbiolo,pepper,485,variety
275,Nebbiolo,dark,447,variety
276,Nebbiolo,clove,443,variety
277,Nebbiolo,oak,442,variety
278,Nebbiolo,white,427,variety
279,Nebbiolo,crushed,426,variety
280,Nebbiolo,wild,423,variety
281,Nebbiolo,notes,419,variety
282,Nebbiolo,bright,417,variety
283,Nebbiolo,barolo,404,variety
284,Nebbiolo,nose,400,variety
285,Nebbiolo,tobacco,393,variety
286,Nebbiolo,shows,390,variety
287,Nebbiolo,delivers,388,variety
288,Nebbiolo,anise,378,variety
289,Nebbiolo,lead,355,variety
290,Nebbiolo,espresso,352,variety
291,Nebbiolo,whiff,342,variety
292,Nebbiolo,menthol,327,variety
293,Nebbiolo,structured,322,variety
294,Nebbiolo,balsamic,320,variety
295,Nebbiolo,flavors,318,variety
296,Nebbiolo,nebbiolo,316,variety
297,Nebbiolo,hint,315,variety
298,Nebbiolo,sage,310,variety
299,Nebbiolo,glass,293,variety
300,Pinot Gris,flavors,671,variety
301,Pinot Gris,pear,647,variety
302,Pinot Gris,fruit,585,variety
303,Pinot Gris,finish,393,variety
304,Pinot Gris,pinot,393,variety
305,Pinot Gris,palate,383,variety
306,Pinot Gris,gris,378,variety
307,Pinot Gris,apple,370,variety
308,Pinot Gris,acidity,332,variety
309,Pinot Gris,ripe,325,variety
310,Pinot Gris,fresh,303,variety
311,Pinot Gris,dry,302,variety
312,Pinot Gris,notes,255,variety
313,Pinot Gris,drink,236,variety
314,Pinot Gris,citrus,208,variety
315,Pinot Gris,nose,208,variety
316,Pinot Gris,rich,200,variety
317,Pinot Gris,aromas,180,variety
318,Pinot Gris,white,178,variety
319,Pinot Gris,crisp,168,variety
320,Pinot Gris,light,168,variety
321,Pinot Gris,freshness,161,variety
322,Pinot Gris,spice,160,variety
323,Pinot Gris,lemon,159,variety
324,Pinot Gris,melon,156,variety
325,Pinot Gris,peach,150,variety
326,Pinot Gris,texture,141,variety
327,Pinot Gris,sweet,140,variety
328,Pinot Gris,clean,138,variety
329,Pinot Gris,touch,123,variety
330,Pinot Gris,spicy,117,variety
331,Pinot Gris,balanced,115,variety
332,Pinot Gris,green,107,variety
333,Pinot Gris,sweetness,106,variety
334,Pinot Gris,juicy,104,variety
335,Pinot Gris,style,100,variety
336,Pinot Gris,grapefruit,98,variety
337,Pinot Gris,tart,97,variety
338,Pinot Gris,fruity,96,variety
339,Pinot Gris,refreshing,96,variety
340,Pinot Gris,orange,95,variety
341,Pinot Gris,hints,93,variety
342,Pinot Gris,residual,92,variety
343,Pinot Gris,slightly,92,variety
344,Pinot Gris,balance,91,variety
345,Pinot Gris,honey,91,variety
346,Pinot Gris,flavor,87,variety
347,Pinot Gris,bright,86,variety
348,Pinot Gris,fruits,84,variety
349,Pinot Gris,hint,84,variety
350,Pinot Noir,flavors,5791,variety
351,Pinot Noir,cherry,5096,variety
352,Pinot Noir,fruit,4797,variety
353,Pinot Noir,pinot,3646,variety
354,Pinot Noir,acidity,3313,variety
355,Pinot Noir,tannins,2970,variety
356,Pinot Noir,finish,2722,variety
357,Pinot Noir,red,2694,variety
358,Pinot Noir,drink,2615,variety
359,Pinot Noir,palate,2487,variety
360,Pinot Noir,black,2433,variety
361,Pinot Noir,raspberry,2269,variety
362,Pinot Noir,ripe,2139,variety
363,Pinot Noir,noir,2044,variety
364,Pinot Noir,oak,2028,variety
365,Pinot Noir,aromas,1837,variety
366,Pinot Noir,light,1745,variety
367,Pinot Noir,cola,1719,variety
368,Pinot Noir,nose,1558,variety
369,Pinot Noir,rich,1543,variety
370,Pinot Noir,spice,1521,variety
371,Pinot Noir,dry,1514,variety
372,Pinot Noir,texture,1445,variety
373,Pinot Noir,shows,1393,variety
374,Pinot Noir,cherries,1378,variety
375,Pinot Noir,notes,1359,variety
376,Pinot Noir,vineyard,1295,variety
377,Pinot Noir,soft,1269,variety
378,Pinot Noir,fruits,1258,variety
379,Pinot Noir,plum,1249,variety
380,Pinot Noir,years,1233,variety
381,Pinot Noir,cranberry,1218,variety
382,Pinot Noir,strawberry,1196,variety
383,Pinot Noir,tart,1194,variety
384,Pinot Noir,dark,1183,variety
385,Pinot Noir,silky,1108,variety
386,Pinot Noir,fresh,1094,variety
387,Pinot Noir,good,1012,variety
388,Pinot Noir,earthy,993,variety
389,Pinot Noir,structure,946,variety
390,Pinot Noir,bottling,920,variety
391,Pinot Noir,sweet,905,variety
392,Pinot Noir,spicy,898,variety
393,Pinot Noir,offers,873,variety
394,Pinot Noir,berry,868,variety
395,Pinot Noir,firm,848,variety
396,Pinot Noir,complex,826,variety
397,Pinot Noir,crisp,819,variety
398,Pinot Noir,juicy,781,variety
399,Pinot Noir,bright,774,variety
400,Portuguese Red,tannins,1573,variety
401,Portuguese Red,drink,1498,variety
402,Portuguese Red,fruits,1208,variety
403,Portuguese Red,acidity,1093,variety
404,Portuguese Red,ripe,1019,variety
405,Portuguese Red,fruit,897,variety
406,Portuguese Red,black,875,variety
407,Portuguese Red,rich,806,variety
408,Portuguese Red,flavors,629,variety
409,Portuguese Red,juicy,573,variety
410,Portuguese Red,aging,562,variety
411,Portuguese Red,wood,521,variety
412,Portuguese Red,structure,518,variety
413,Portuguese Red,firm,502,variety
414,Portuguese Red,red,486,variety
415,Portuguese Red,dark,468,variety
416,Portuguese Red,dense,465,variety
417,Portuguese Red,ready,453,variety
418,Portuguese Red,soft,449,variety
419,Portuguese Red,fruity,434,variety
420,Portuguese Red,blend,400,variety
421,Portuguese Red,berry,394,variety
422,Portuguese Red,character,390,variety
423,Portuguese Red,structured,368,variety
424,Portuguese Red,age,332,variety
425,Portuguese Red,texture,332,variety
426,Portuguese Red,spice,329,variety
427,Portuguese Red,concentrated,328,variety
428,Portuguese Red,dry,322,variety
429,Portuguese Red,2018,289,variety
430,Portuguese Red,powerful,285,variety
431,Portuguese Red,young,281,variety
432,Portuguese Red,smooth,263,variety
433,Portuguese Red,touriga,259,variety
434,Portuguese Red,years,255,variety
435,Portuguese Red,fresh,252,variety
436,Portuguese Red,douro,250,variety
437,Portuguese Red,solid,249,variety
438,Portuguese Red,2017,242,variety
439,Portuguese Red,plum,241,variety
440,Portuguese Red,balanced,229,variety
441,Portuguese Red,nacional,221,variety
442,Portuguese Red,generous,215,variety
443,Portuguese Red,blackberry,205,variety
444,Portuguese Red,great,203,variety
445,Portuguese Red,fine,199,variety
446,Portuguese Red,needs,197,variety
447,Portuguese Red,aftertaste,192,variety
448,Portuguese Red,tannic,188,variety
449,Portuguese Red,attractive,183,variety
450,Red Blend,aromas,4148,variety
451,Red Blend,blend,3974,variety
452,Red Blend,flavors,3844,variety
453,Red Blend,palate,3604,variety
454,Red Blend,cherry,3579,variety
455,Red Blend,black,3556,variety
456,Red Blend,tannins,3473,variety
457,Red Blend,cabernet,2851,variety
458,Red Blend,fruit,2618,variety
459,Red Blend,red,2436,variety
460,Red Blend,finish,2253,variety
461,Red Blend,spice,2134,variety
462,Red Blend,sauvignon,2035,variety
463,Red Blend,berry,2005,variety
464,Red Blend,plum,1925,variety
465,Red Blend,merlot,1797,variety
466,Red Blend,drink,1771,variety
467,Red Blend,ripe,1700,variety
468,Red Blend,blackberry,1626,variety
469,Red Blend,syrah,1616,variety
470,Red Blend,offers,1468,variety
471,Red Blend,pepper,1443,variety
472,Red Blend,notes,1425,variety
473,Red Blend,acidity,1206,variety
474,Red Blend,oak,1139,variety
475,Red Blend,sangiovese,1119,variety
476,Red Blend,nose,1097,variety
477,Red Blend,dark,1075,variety
478,Red Blend,alongside,1052,variety
479,Red Blend,chocolate,1038,variety
480,Red Blend,tobacco,918,variety
481,Red Blend,licorice,912,variety
482,Red Blend,vanilla,900,variety
483,Red Blend,soft,899,variety
484,Red Blend,opens,893,variety
485,Red Blend,dried,884,variety
486,Red Blend,raspberry,880,variety
487,Red Blend,leather,852,variety
488,Red Blend,firm,834,variety
489,Red Blend,fresh,807,variety
490,Red Blend,juicy,792,variety
491,Red Blend,rich,777,variety
492,Red Blend,delivers,768,variety
493,Red Blend,shows,733,variety
494,Red Blend,sweet,700,variety
495,Red Blend,franc,678,variety
496,Red Blend,clove,659,variety
497,Red Blend,smooth,643,variety
498,Red Blend,herb,625,variety
499,Red Blend,bright,621,variety
500,Rhône-style Red Blend,blend,649,variety
501,Rhône-style Red Blend,flavors,642,variety
502,Rhône-style Red Blend,syrah,637,variety
503,Rhône-style Red Blend,grenache,635,variety
504,Rhône-style Red Blend,fruit,597,variety
505,Rhône-style Red Blend,black,501,variety
506,Rhône-style Red Blend,finish,479,variety
507,Rhône-style Red Blend,mourvèdre,450,variety
508,Rhône-style Red Blend,drink,427,variety
509,Rhône-style Red Blend,cherry,416,variety
510,Rhône-style Red Blend,aromas,369,variety
511,Rhône-style Red Blend,tannins,365,variety
512,Rhône-style Red Blend,palate,351,variety
513,Rhône-style Red Blend,notes,344,variety
514,Rhône-style Red Blend,red,279,variety
515,Rhône-style Red Blend,nose,266,variety
516,Rhône-style Red Blend,plum,231,variety
517,Rhône-style Red Blend,spice,219,variety
518,Rhône-style Red Blend,pepper,205,variety
519,Rhône-style Red Blend,texture,198,variety
520,Rhône-style Red Blend,dark,193,variety
521,Rhône-style Red Blend,ripe,185,variety
522,Rhône-style Red Blend,raspberry,164,variety
523,Rhône-style Red Blend,blackberry,160,variety
524,Rhône-style Red Blend,chocolate,160,variety
525,Rhône-style Red Blend,rich,157,variety
526,Rhône-style Red Blend,acidity,151,variety
527,Rhône-style Red Blend,soft,149,variety
528,Rhône-style Red Blend,hints,148,variety
529,Rhône-style Red Blend,dried,142,variety
530,Rhône-style Red Blend,cherries,141,variety
531,Rhône-style Red Blend,shows,137,variety
532,Rhône-style Red Blend,oak,134,variety
533,Rhône-style Red Blend,long,128,variety
534,Rhône-style Red Blend,years,126,variety
535,Rhône-style Red Blend,licorice,121,variety
536,Rhône-style Red Blend,leather,119,variety
537,Rhône-style Red Blend,sweet,114,variety
538,Rhône-style Red Blend,vanilla,111,variety
539,Rhône-style Red Blend,rhône,108,variety
540,Rhône-style Red Blend,berry,105,variety
541,Rhône-style Red Blend,cinsault,105,variety
542,Rhône-style Red Blend,structure,103,variety
543,Rhône-style Red Blend,fullbodied,101,variety
544,Rhône-style Red Blend,dry,99,variety
545,Rhône-style Red Blend,bit,98,variety
546,Rhône-style Red Blend,offers,97,variety
547,Rhône-style Red Blend,20,96,variety
548,Rhône-style Red Blend,firm,95,variety
549,Rhône-style Red Blend,bright,94,variety
550,Riesling,flavors,2312,variety
551,Riesling,palate,2114,variety
552,Riesling,riesling,2016,variety
553,Riesling,finish,1928,variety
554,Riesling,acidity,1703,variety
555,Riesling,dry,1566,variety
556,Riesling,lemon,1334,variety
557,Riesling,notes,1283,variety
558,Riesling,fruit,1232,variety
559,Riesling,apple,1168,variety
560,Riesling,peach,1127,variety
561,Riesling,fresh,1032,variety
562,Riesling,nose,989,variety
563,Riesling,ripe,979,variety
564,Riesling,citrus,962,variety
565,Riesling,drink,902,variety
566,Riesling,lime,887,variety
567,Riesling,sweet,842,variety
568,Riesling,long,741,variety
569,Riesling,aromas,738,variety
570,Riesling,mineral,681,variety
571,Riesling,honey,670,variety
572,Riesling,white,647,variety
573,Riesling,tangerine,644,variety
574,Riesling,grapefruit,584,variety
575,Riesling,crisp,570,variety
576,Riesling,concentrated,527,variety
577,Riesling,pear,522,variety
578,Riesling,offdry,519,variety
579,Riesling,juicy,501,variety
580,Riesling,fruity,499,variety
581,Riesling,orange,494,variety
582,Riesling,freshness,484,variety
583,Riesling,stone,478,variety
584,Riesling,zesty,472,variety
585,Riesling,style,456,variety
586,Riesling,hints,455,variety
587,Riesling,tart,443,variety
588,Riesling,rich,429,variety
589,Riesling,bright,409,variety
590,Riesling,green,409,variety
591,Riesling,apricot,403,variety
592,Riesling,refreshing,393,variety
593,Riesling,light,383,variety
594,Riesling,yellow,379,variety
595,Riesling,minerality,378,variety
596,Riesling,touch,373,variety
597,Riesling,spice,371,variety
598,Riesling,balanced,367,variety
599,Riesling,delicate,365,variety
600,Rosé,acidity,1485,variety
601,Rosé,flavors,1298,variety
602,Rosé,rosé,1163,variety
603,Rosé,red,1021,variety
604,Rosé,drink,904,variety
605,Rosé,crisp,889,variety
606,Rosé,fruit,805,variety
607,Rosé,light,766,variety
608,Rosé,ripe,689,variety
609,Rosé,fresh,683,variety
610,Rosé,fruity,678,variety
611,Rosé,strawberry,654,variety
612,Rosé,finish,636,variety
613,Rosé,fruits,624,variety
614,Rosé,palate,590,variety
615,Rosé,aromas,569,variety
616,Rosé,dry,535,variety
617,Rosé,bright,527,variety
618,Rosé,color,511,variety
619,Rosé,soft,482,variety
620,Rosé,cherry,471,variety
621,Rosé,texture,469,variety
622,Rosé,raspberry,443,variety
623,Rosé,blend,396,variety
624,Rosé,touch,389,variety
625,Rosé,citrus,355,variety
626,Rosé,rich,353,variety
627,Rosé,character,349,variety
628,Rosé,pink,345,variety
629,Rosé,attractive,331,variety
630,Rosé,aftertaste,326,variety
631,Rosé,spice,319,variety
632,Rosé,refreshing,317,variety
633,Rosé,nose,303,variety
634,Rosé,notes,296,variety
635,Rosé,grenache,278,variety
636,Rosé,lively,278,variety
637,Rosé,syrah,278,variety
638,Rosé,orange,274,variety
639,Rosé,berry,259,variety
640,Rosé,pale,253,variety
641,Rosé,peach,251,variety
642,Rosé,offers,249,variety
643,Rosé,ready,237,variety
644,Rosé,balanced,230,variety
645,Rosé,sweet,227,variety
646,Rosé,clean,226,variety
647,Rosé,caramel,211,variety
648,Rosé,tangy,200,variety
649,Rosé,watermelon,197,variety
650,Sangiovese,cherry,1668,variety
651,Sangiovese,aromas,1540,variety
652,Sangiovese,palate,1506,variety
653,Sangiovese,tannins,1466,variety
654,Sangiovese,black,1056,variety
655,Sangiovese,fruit,777,variety
656,Sangiovese,berry,766,variety
657,Sangiovese,offers,741,variety
658,Sangiovese,red,733,variety
659,Sangiovese,drink,711,variety
660,Sangiovese,spice,689,variety
661,Sangiovese,alongside,645,variety
662,Sangiovese,ripe,591,variety
663,Sangiovese,flavors,534,variety
664,Sangiovese,leather,516,variety
665,Sangiovese,sangiovese,516,variety
666,Sangiovese,finish,485,variety
667,Sangiovese,plum,473,variety
668,Sangiovese,acidity,449,variety
669,Sangiovese,dried,434,variety
670,Sangiovese,licorice,422,variety
671,Sangiovese,raspberry,413,variety
672,Sangiovese,tobacco,412,variety
673,Sangiovese,oak,410,variety
674,Sangiovese,nose,409,variety
675,Sangiovese,notes,396,variety
676,Sangiovese,herb,391,variety
677,Sangiovese,opens,390,variety
678,Sangiovese,firm,377,variety
679,Sangiovese,pepper,368,variety
680,Sangiovese,wild,355,variety
681,Sangiovese,bright,354,variety
682,Sangiovese,underbrush,347,variety
683,Sangiovese,delivers,346,variety
684,Sangiovese,vanilla,335,variety
685,Sangiovese,note,329,variety
686,Sangiovese,lead,320,variety
687,Sangiovese,clove,315,variety
688,Sangiovese,espresso,313,variety
689,Sangiovese,hint,312,variety
690,Sangiovese,juicy,312,variety
691,Sangiovese,dark,303,variety
692,Sangiovese,whiff,275,variety
693,Sangiovese,fresh,267,variety
694,Sangiovese,white,250,variety
695,Sangiovese,anise,248,variety
696,Sangiovese,coffee,245,variety
697,Sangiovese,mature,243,variety
698,Sangiovese,blue,242,variety
699,Sangiovese,shows,239,variety
700,Sauvignon Blanc,flavors,2625,variety
701,Sauvignon Blanc,acidity,1490,variety
702,Sauvignon Blanc,finish,1425,variety
703,Sauvignon Blanc,fruit,1355,variety
704,Sauvignon Blanc,citrus,1300,variety
705,Sauvignon Blanc,green,1268,variety
706,Sauvignon Blanc,aromas,1221,variety
707,Sauvignon Blanc,sauvignon,1212,variety
708,Sauvignon Blanc,palate,1141,variety
709,Sauvignon Blanc,blanc,1096,variety
710,Sauvignon Blanc,crisp,1036,variety
711,Sauvignon Blanc,drink,940,variety
712,Sauvignon Blanc,grapefruit,886,variety
713,Sauvignon Blanc,lime,852,variety
714,Sauvignon Blanc,ripe,791,variety
715,Sauvignon Blanc,fresh,782,variety
716,Sauvignon Blanc,white,750,variety
717,Sauvignon Blanc,lemon,741,variety
718,Sauvignon Blanc,apple,708,variety
719,Sauvignon Blanc,notes,659,variety
720,Sauvignon Blanc,nose,648,variety
721,Sauvignon Blanc,texture,583,variety
722,Sauvignon Blanc,tropical,513,variety
723,Sauvignon Blanc,melon,511,variety
724,Sauvignon Blanc,light,488,variety
725,Sauvignon Blanc,clean,481,variety
726,Sauvignon Blanc,dry,468,variety
